0.4446159, 22.9885
0.8865778, 22.95408
1.323252, 22.89702
1.752044, 22.81772
2.170422, 22.71681
2.575929, 22.59503
2.966211, 22.45331
3.339026, 22.29272
3.692266, 22.11447
4.023973, 21.9199
4.332352, 21.71049
4.615785, 21.48782
4.872844, 21.25356
5.102303, 21.00948
5.303143, 20.75742
5.474566, 20.49929
5.615996, 20.23702
5.727087, 19.97259
5.807719, 19.70799
5.85801, 19.44522
5.878305, 19.18624
5.869178, 18.933
5.831427, 18.6874
5.766066, 18.45128
5.674322, 18.22641
5.557621, 18.01447
5.417579, 17.81703
5.255988, 17.63557
5.074807, 17.47142
4.876142, 17.32582
4.66223, 17.19982
4.435429, 17.09434
4.198188, 17.01015
3.953043, 16.94784
3.702584, 16.90785
3.449442, 16.89044
3.196272, 16.89569
2.945725, 16.92352
2.700433, 16.97366
2.462989, 17.04569
2.235925, 17.13901
2.021692, 17.25285
1.822647, 17.38629
1.641028, 17.53827
1.478941, 17.70757
1.338343, 17.89286
1.22103, 18.09264
1.128614, 18.30536
1.062524, 18.52932
1.023984, 18.76277
1.014011, 19.00386
1.033401, 19.25069
1.082729, 19.50132
1.162341, 19.75376
1.272351, 20.00605
1.412644, 20.25617
1.582871, 20.50217
1.782457, 20.74208
2.010603, 20.97403
2.266291, 21.19615
2.548295, 21.4067
2.855186, 21.60398
3.185348, 21.78642
3.536984, 21.95254
3.908138, 22.10102
4.2967, 22.23062
4.700429, 22.34028
5.11697, 22.42908
5.543868, 22.49627
5.978589, 22.54123
6.418541, 22.56355
6.861088, 22.56295
6.954957, 22.55077
7.397388, 22.52701
7.837106, 22.48034
8.271477, 22.41102
8.697907, 22.31948
9.113864, 22.20632
9.516892, 22.07231
9.904635, 21.91835
10.27485, 21.74553
10.62544, 21.55506
10.95443, 21.34827
11.26004, 21.12664
11.54064, 20.89176
11.79481, 20.64529
12.02132, 20.38901
12.21915, 20.12476
12.38751, 19.85444
12.52581, 19.57998
12.63372, 19.30338
12.71111, 19.02661
12.7581, 18.75166
12.77504, 18.48052
12.7625, 18.21513
12.72127, 17.95738
12.65238, 17.70912
12.55704, 17.47211
12.43669, 17.24803
12.29294, 17.03847
12.12759, 16.84489
11.94258, 16.66864
11.74003, 16.51093
11.52218, 16.37283
11.29138, 16.25526
11.05009, 16.15899
10.80083, 16.0846
10.54619, 16.03254
10.28882, 16.00307
10.03136, 15.99627
9.776472, 16.01205
9.526777, 16.05015
9.284871, 16.11015
9.053287, 16.19145
8.834478, 16.29327
8.630798, 16.41471
8.444487, 16.55469
8.277651, 16.71201
8.132246, 16.88531
8.010067, 17.07312
7.91273, 17.27387
7.84166, 17.48588
7.798083, 17.70738
7.783016, 17.93653
7.797255, 18.17143
7.841374, 18.41014
7.91572, 18.65068
8.020407, 18.89106
8.155319, 19.12929
8.32011, 19.3634
8.514202, 19.59145
8.736797, 19.81153
8.986876, 20.0218
9.263215, 20.2205
9.564385, 20.40595
9.888767, 20.57656
10.23457, 20.73088
10.59983, 20.86755
10.98244, 20.98536
11.38017, 21.08324
11.79065, 21.16027
12.21143, 21.2157
12.63997, 21.24891
13.0737, 21.25949
13.50996, 21.24717
13.59748, 21.22327
14.03351, 21.18781
14.46677, 21.12944
14.89463, 21.04844
15.3145, 20.94523
15.72383, 20.82041
16.12018, 20.67475
16.50118, 20.50916
16.86461, 20.32471
17.20835, 20.12
