0.09696268, 34.99993
0.193925, 34.99974
0.2908866, 34.99941
0.3878471, 34.99895
0.4848061, 34.99836
0.5817633, 34.99763
0.6787183, 34.99678
0.7756708, 34.99579
0.8726203, 34.99467
0.9695665, 34.99342
1.066509, 34.99204
1.163448, 34.99052
1.260382, 34.98888
1.357311, 34.9871
1.454236, 34.98519
1.551154, 34.98315
1.648068, 34.98098
1.744975, 34.97868
1.841875, 34.97625
1.938769, 34.97368
2.035655, 34.97098
2.132533, 34.96815
2.229404, 34.96519
2.326266, 34.9621
2.423119, 34.95887
2.519963, 34.95552
2.616798, 34.95203
2.713623, 34.94841
2.810438, 34.94467
2.907242, 34.94079
3.004035, 34.93677
3.100817, 34.93263
3.197587, 34.92836
3.294345, 34.92395
3.391091, 34.91941
3.487823, 34.91474
3.584544, 34.90994
3.68125, 34.90501
3.777942, 34.89995
3.87462, 34.89475
3.971284, 34.88943
4.067933, 34.88397
4.164567, 34.87838
4.261184, 34.87267
4.357786, 34.86681
4.454371, 34.86084
4.55094, 34.85472
4.647491, 34.84848
4.744025, 34.8421
4.840542, 34.8356
4.93704, 34.82896
5.033519, 34.82219
5.12998, 34.8153
5.22642, 34.80827
5.322842, 34.80111
5.419244, 34.79382
5.515625, 34.78639
5.611985, 34.77884
5.708324, 34.77116
5.804642, 34.76334
5.900939, 34.7554
5.997212, 34.74732
6.093464, 34.73912
6.189692, 34.73078
6.285898, 34.72231
6.382079, 34.71371
6.478236, 34.70498
6.574369, 34.69613
6.670477, 34.68713
6.766561, 34.67802
6.862619, 34.66876
6.958651, 34.65938
7.054657, 34.64987
7.150636, 34.64023
7.246588, 34.63046
7.342513, 34.62056
7.438411, 34.61052
7.53428, 34.60036
7.630122, 34.59007
7.725934, 34.57964
7.821718, 34.56909
7.917472, 34.55841
8.013196, 34.5476
8.108891, 34.53666
8.204554, 34.52558
8.300187, 34.51438
8.395788, 34.50305
8.491358, 34.49158
8.586896, 34.47999
8.682403, 34.46827
8.777876, 34.45642
8.873315, 34.44444
8.968722, 34.43233
9.064095, 34.42009
9.159433, 34.40772
9.254739, 34.39522
9.350009, 34.3826
9.445243, 34.36984
9.540442, 34.35695
9.635605, 34.34394
9.730732, 34.33079
9.825822, 34.31752
9.920876, 34.30412
10.01589, 34.29058
10.11087, 34.27692
10.20581, 34.26313
10.30071, 34.24921
10.39558, 34.23517
10.4904, 34.22099
10.58518, 34.20669
10.67993, 34.19225
10.77463, 34.17769
10.8693, 34.163
10.96392, 34.14818
11.0585, 34.13324
11.15304, 34.11816
11.24754, 34.10295
11.342, 34.08762
11.43641, 34.07216
11.53078, 34.05657
11.62511, 34.04086
11.71939, 34.02501
11.81363, 34.00904
11.90783, 33.99294
12.00198, 33.97671
12.09608, 33.96035
12.19014, 33.94387
12.28416, 33.92726
12.37812, 33.91052
12.47205, 33.89365
12.56592, 33.87666
12.65975, 33.85954
12.75353, 33.84229
12.84726, 33.82491
12.94094, 33.80741
13.03458, 33.78978
13.12816, 33.77202
13.2217, 33.75413
13.31519, 33.73612
13.40862, 33.71798
13.50201, 33.69971
13.59535, 33.68132
13.68863, 33.6628
13.78187, 33.64416
13.87505, 33.62539
13.96818, 33.60649
14.06125, 33.58747
14.15427, 33.56831
14.24725, 33.54904
14.34016, 33.52963
14.43302, 33.5101
14.52583, 33.49045
14.61859, 33.47066
14.71129, 33.45076
14.8039
